Citation,Frequency,Sample_Context_Type,Sample_Context_ID,Sample_Context_Label
"Nicolas Malebranche, The Search After Truth VI.2.3 (1674-1675) (will lacks efficacy)",1,node,argument_human_will_lacks_efficacy_45522d03,Human Will Lacks Efficacy
"Nicolas Malebranche, Elucidations XV (1678)",1,node,argument_human_will_lacks_efficacy_45522d03,Human Will Lacks Efficacy
"Nicolas Malebranche, Dialogues on Metaphysics VII.10-13 (1688)",1,node,argument_human_will_lacks_efficacy_45522d03,Human Will Lacks Efficacy
"Nicolas Malebranche, Treatise on Ethics I.1.8 (1684)",1,node,argument_human_will_lacks_efficacy_45522d03,Human Will Lacks Efficacy
"Nicolas Malebranche, The Search After Truth IV.1 (freedom and volition)",1,node,argument_vision_in_god_and_freedom_2a29f35e,Vision in God and Freedom
"Nicolas Malebranche, Dialogues on Metaphysics and Religion V",1,node,argument_vision_in_god_and_freedom_2a29f35e,Vision in God and Freedom
"Nicolas Malebranche, The Search After Truth III.2.6 (1674-1675) (vision in God)",1,node,argument_vision_in_god_and_freedom_2a29f35e,Vision in God and Freedom
"Nicolas Malebranche, Dialogues on Metaphysics VII-VIII (1688)",1,node,argument_vision_in_god_and_freedom_2a29f35e,Vision in God and Freedom
"Nicolas Malebranche, Treatise on Nature and Grace (1680)",1,node,argument_vision_in_god_and_freedom_2a29f35e,Vision in God and Freedom
"Pierre Bayle, Dictionary article ""Paulicians"" (problem of evil)",1,node,argument_skeptical_argument_from_divine_power_d217cdac,Skeptical Argument from Divine Power
"Pierre Bayle, Dictionary article ""Pyrrhon"" (skepticism)",1,node,argument_skeptical_argument_from_divine_power_d217cdac,Skeptical Argument from Divine Power
"Pierre Bayle, Historical and Critical Dictionary (1697), article ""Rorarius"" (animal souls and freedom)",1,node,argument_skeptical_argument_from_divine_power_d217cdac,Skeptical Argument from Divine Power
"Pierre Bayle, Continuation of Miscellaneous Thoughts (1705) (theodicy skepticism)",1,node,argument_skeptical_argument_from_divine_power_d217cdac,Skeptical Argument from Divine Power
"Dictionnaire historique et critique (Rotterdam, 1697)",1,node,person_pierre_bayle_701cb0a7,Pierre Bayle
Réponse aux questions d'un provincial (1704),1,node,person_pierre_bayle_701cb0a7,Pierre Bayle
"Pierre Bayle, Historical and Critical Dictionary (1697), article ""Rorarius""",1,node,argument_argument_from_animal_rationality_4629e983,Argument from Animal Rationality
"Michel de Montaigne, Essays II.12 (1580) (Apology for Raymond Sebond—animal rationality)",1,node,argument_argument_from_animal_rationality_4629e983,Argument from Animal Rationality
"David Hume, Enquiry Concerning Human Understanding (1748) Section VIII (animal behavior)",1,node,argument_argument_from_animal_rationality_4629e983,Argument from Animal Rationality
"René Descartes, Discourse on Method (1637) Part V (animals as automata)",1,node,argument_argument_from_animal_rationality_4629e983,Argument from Animal Rationality
"Pierre Bayle, Dictionary article ""Manichaeans""",1,node,argument_theodicy_skepticism_6c745d6f,Theodicy Skepticism
"Pierre Bayle, Dictionary article ""Marcionites""",1,node,argument_theodicy_skepticism_6c745d6f,Theodicy Skepticism
"Pierre Bayle, Historical and Critical Dictionary (1697), article ""Paulicians""",1,node,argument_theodicy_skepticism_6c745d6f,Theodicy Skepticism
"Gottfried Wilhelm Leibniz, Theodicy (1710) (response to Bayle)",1,node,argument_theodicy_skepticism_6c745d6f,Theodicy Skepticism
"Thomas Aquinas, Summa Theologica I, q.105, a.5 (divine causation of all effects)",1,node,argument_compatibilism_through_divine_concurrence_d6ce2a0f,Compatibilism through Divine Concurrence
"Thomas Aquinas, Summa Theologica I-II, q.10, a.4 (God moves the will)",1,node,argument_compatibilism_through_divine_concurrence_d6ce2a0f,Compatibilism through Divine Concurrence
"Luis de Molina, Concordia (1588) disp. 25-28 (simultaneous concurrence)",1,node,argument_compatibilism_through_divine_concurrence_d6ce2a0f,Compatibilism through Divine Concurrence
"Francisco Suárez, Disputationes Metaphysicae (1597) disp. 22 (divine concurrence)",1,node,argument_compatibilism_through_divine_concurrence_d6ce2a0f,Compatibilism through Divine Concurrence
Disputationes Metaphysicae (1597),1,node,person_francisco_suarez_late_16th_c_scholastic_tradition_continued_into_17th_c_d5e0d92c,Francisco Suárez (late 16th c.) / Scholastic tradition continued into 17th c.
De Gratia (1619),1,node,person_francisco_suarez_late_16th_c_scholastic_tradition_continued_into_17th_c_d5e0d92c,Francisco Suárez (late 16th c.) / Scholastic tradition continued into 17th c.
"Luis de Molina, Concordia Disputation 49-53 (counterfactuals of freedom)",1,node,argument_molinism_and_middle_knowledge_3d718eca,Molinism and Middle Knowledge
"Francisco Suárez, De Scientia Dei Futurorum Contingentium (defense of Molinism)",1,node,argument_molinism_and_middle_knowledge_3d718eca,Molinism and Middle Knowledge
"Luis de Molina, Concordia liberi arbitrii cum gratiae donis (1588), Disputation 47 (middle knowledge)",1,node,argument_molinism_and_middle_knowledge_3d718eca,Molinism and Middle Knowledge
De Iustitia et Iure (1593-1609),1,node,person_luis_de_molina_26dc2b96,Luis de Molina
"Augustine, De Gratia et Libero Arbitrio (Jansenist source)",1,node,argument_jansenist_denial_of_liberty_of_indifference_73aa8ce2,Jansenist Denial of Liberty of Indifference
"Cornelius Jansen, Augustinus II.4",1,node,argument_jansenist_denial_of_liberty_of_indifference_73aa8ce2,Jansenist Denial of Liberty of Indifference
"Cornelius Jansen, Augustinus (1640), Vol. 2 (De gratia Christi Salvatoris)",1,node,argument_jansenist_denial_of_liberty_of_indifference_73aa8ce2,Jansenist Denial of Liberty of Indifference
"Antoine Arnauld, De la fréquente communion (1643)",1,node,argument_jansenist_denial_of_liberty_of_indifference_73aa8ce2,Jansenist Denial of Liberty of Indifference
"Blaise Pascal, Les Provinciales (1656-1657)",1,node,argument_jansenist_denial_of_liberty_of_indifference_73aa8ce2,Jansenist Denial of Liberty of Indifference
"Blaise Pascal, Pensées §§ 110-145 (on the heart vs. reason)",1,node,argument_pascals_wager_and_voluntarism_4519ad75,Pascal's Wager and Voluntarism
"Blaise Pascal, Pensées §418 (Lafuma 418)",1,node,argument_pascals_wager_and_voluntarism_4519ad75,Pascal's Wager and Voluntarism
"Blaise Pascal, Pensées (1670) §233/418 (Brunschvicg 233, Lafuma 418) (the Wager)",1,node,argument_pascals_wager_and_voluntarism_4519ad75,Pascal's Wager and Voluntarism
"Blaise Pascal, Provincial Letters (1656-1657) (Jansenist context)",1,node,argument_pascals_wager_and_voluntarism_4519ad75,Pascal's Wager and Voluntarism
"René Descartes, Meditations on First Philosophy II, VI (1641) (substance dualism)",1,node,argument_cartesian_dualism_and_agent_causation_b637cc75,Cartesian Dualism and Agent Causation
"René Descartes, Passions of the Soul (1649) art. 30-41 (mind-body interaction via pineal gland)",1,node,argument_cartesian_dualism_and_agent_causation_b637cc75,Cartesian Dualism and Agent Causation
"René Descartes, Correspondence with Princess Elisabeth (1643-1649) (mind-body problem)",1,node,argument_cartesian_dualism_and_agent_causation_b637cc75,Cartesian Dualism and Agent Causation
"René Descartes, Principles of Philosophy I.48, 51-53 (1644)",1,node,argument_cartesian_dualism_and_agent_causation_b637cc75,Cartesian Dualism and Agent Causation
"Thomas Hobbes, Leviathan ch. 46 (darkness of vain philosophy)",1,node,argument_hobbess_rejection_of_immaterial_soul_02b7bcda,Hobbes's Rejection of Immaterial Soul
"Thomas Hobbes, De Corpore I.2",1,node,argument_hobbess_rejection_of_immaterial_soul_02b7bcda,Hobbes's Rejection of Immaterial Soul
"Thomas Hobbes, Leviathan ch. 34 (1651) (""incorporeal substance"" is contradictory)",1,node,argument_hobbess_rejection_of_immaterial_soul_02b7bcda,Hobbes's Rejection of Immaterial Soul
"Thomas Hobbes, De Corpore (1655) Part IV (materialist metaphysics)",1,node,argument_hobbess_rejection_of_immaterial_soul_02b7bcda,Hobbes's Rejection of Immaterial Soul
"Ralph Cudworth, The True Intellectual System of the Universe (1678) Book I, ch. 3 (plastic nature)",1,node,argument_cambridge_platonist_defense_of_plastic_nature_d49aa761,Cambridge Platonist Defense of Plastic Nature
"Henry More, The Immortality of the Soul (1659) (soul's self-moving power)",1,node,argument_cambridge_platonist_defense_of_plastic_nature_d49aa761,Cambridge Platonist Defense of Plastic Nature
"Benjamin Whichcote, Moral and Religious Aphorisms (1703)",1,node,argument_cambridge_platonist_defense_of_plastic_nature_d49aa761,Cambridge Platonist Defense of Plastic Nature
"Ralph Cudworth, A Treatise Concerning Eternal and Immutable Morality (1731)",1,node,argument_cambridge_platonist_defense_of_plastic_nature_d49aa761,Cambridge Platonist Defense of Plastic Nature
The True Intellectual System of the Universe (1678),1,node,person_ralph_cudworth_77de5c65,Ralph Cudworth
A Treatise Concerning Eternal and Immutable Morality (1731),1,node,person_ralph_cudworth_77de5c65,Ralph Cudworth
"John Locke, Essay II.21.47-53 (suspension and freedom)",1,node,argument_lockes_suspension_of_desire_e45dc337,Locke's Suspension of Desire
"John Locke, Essay II.21.29-35 (uneasiness determines the will)",1,node,argument_lockes_suspension_of_desire_e45dc337,Locke's Suspension of Desire
"John Locke, An Essay Concerning Human Understanding II.21 (2nd ed. 1694) (power of suspension)",1,node,argument_lockes_suspension_of_desire_e45dc337,Locke's Suspension of Desire
"Baruch Spinoza, Ethics V, Propositions 1-42 (freedom through reason)",1,node,argument_spinozas_free_man_ethics_b0940e69,Spinoza's Free Man Ethics
"Baruch Spinoza, Ethics II, Propositions 48-49 (denial of free will)",1,node,argument_spinozas_free_man_ethics_b0940e69,Spinoza's Free Man Ethics
"Baruch Spinoza, Ethics IV, Propositions 67-73 (1677) (free man)",1,node,argument_spinozas_free_man_ethics_b0940e69,Spinoza's Free Man Ethics
"Baruch Spinoza, Theological-Political Treatise ch. 20 (1670) (freedom to philosophize)",1,node,argument_spinozas_free_man_ethics_b0940e69,Spinoza's Free Man Ethics
"Eusebius, Praeparatio Evangelica VI.8 (preserves Diogenianus' arguments)",1,node,person_diogenianos_8m3n5p21,Diogenianos
"Stobaeus, Anthologion I.49.33 (Diogenianus fragment)",1,node,person_diogenianos_8m3n5p21,Diogenianos
Against Chrysippus (fragments preserved),1,node,person_diogenianos_8m3n5p21,Diogenianos
"Gellius, Noctes Atticae III.1, XIV.1 (extensive quotations)",1,node,person_favorinus_of_arles_9n4o6q32,Favorinus of Arles
"Philostratus, Lives of the Sophists I.8 (biography)",1,node,person_favorinus_of_arles_9n4o6q32,Favorinus of Arles
Against Astrology (fragments),1,node,person_favorinus_of_arles_9n4o6q32,Favorinus of Arles
"Photius, Bibliotheca cod. 214, 251 (summaries of Hierocles' lost work)",1,node,person_hierocles_of_alexandria_1p6q8s54,Hierocles of Alexandria
"Hierocles, Fragment 4 in Ramelli & Konstan (2009)",1,node,person_hierocles_of_alexandria_1p6q8s54,Hierocles of Alexandria
On Providence and Fate (fragments),1,node,person_hierocles_of_alexandria_1p6q8s54,Hierocles of Alexandria
"Firmicus Maternus, Mathesis (c. 334-337 CE)",1,node,person_firmicus_maternus_2q7r9t65,Firmicus Maternus
"Firmicus Maternus, Mathesis II.29",1,node,person_firmicus_maternus_2q7r9t65,Firmicus Maternus
"Mathesis (Astrological handbook, 8 books)",1,node,person_firmicus_maternus_2q7r9t65,Firmicus Maternus
"De Errore Profanarum Religionum (anti-pagan polemic, after conversion)",1,node,person_firmicus_maternus_2q7r9t65,Firmicus Maternus
"Eusebius, Praeparatio Evangelica VI.10 (preserves Book of the Laws of Countries)",1,node,person_bardesanes_the_syrian_3r8s0u76,Bardesanes the Syrian (Bar-Daisan)
"Bardaisan, Book of the Laws of Countries 10-17",1,node,person_bardesanes_the_syrian_3r8s0u76,Bardesanes the Syrian (Bar-Daisan)
Book of the Laws of Countries (Liber Legum Regionum),1,node,person_bardesanes_the_syrian_3r8s0u76,Bardesanes the Syrian (Bar-Daisan)
"Clement of Alexandria, Stromata (Miscellanies)",1,node,person_clement_of_alexandria_4s9t1v87,Clement of Alexandria
"Clement of Alexandria, Stromata II.4-7",1,node,person_clement_of_alexandria_4s9t1v87,Clement of Alexandria
Stromateis (Miscellanies),1,node,person_clement_of_alexandria_4s9t1v87,Clement of Alexandria
Protrepticus (Exhortation to the Greeks),1,node,person_clement_of_alexandria_4s9t1v87,Clement of Alexandria
Paedagogus (The Instructor),1,node,person_clement_of_alexandria_4s9t1v87,Clement of Alexandria
"Nemesius, De Natura Hominis 104.1-7 - Threefold classification of contingent: ἐπὶ τὸ πολύ (for the most part), ἐπὶ ἔλαττον (for the lesser part), ἐπὶ ἴσον (in equal parts)",1,node,person_nemesius_of_emesa_5t0u2w98,Nemesius of Emesa
"Nemesius, De Natura Hominis 104.4-5, 114.19-22 - ἐπὶ ἴσον identified with τὸ ἐφ' ἡμῖν (what depends on us)",1,node,person_nemesius_of_emesa_5t0u2w98,Nemesius of Emesa
"Nemesius, De Natura Hominis 104.6-7, 114.21-22 - Definition: we are capable both of X and its opposite (αὐτό τε δυνάμεθα καὶ τὸ ἀντικείμενον αὐτῷ)",1,node,person_nemesius_of_emesa_5t0u2w98,Nemesius of Emesa
"Nemesius, De Natura Hominis 114.24-115.2 - Examples of what depends on us",1,node,person_nemesius_of_emesa_5t0u2w98,Nemesius of Emesa
"Nemesius, De Natura Hominis 105-106 - Stoic account via impulse and assent",1,node,person_nemesius_of_emesa_5t0u2w98,Nemesius of Emesa
"Nemesius, De Natura Hominis 110.5-9 - προαίρεσις and actions κατὰ προαίρεσιν depend on us",1,node,person_nemesius_of_emesa_5t0u2w98,Nemesius of Emesa
"Nemesius, De Natura Hominis 115.22-28, 116.3-5 - Choice and action coordinated",1,node,person_nemesius_of_emesa_5t0u2w98,Nemesius of Emesa
"Nemesius, De Natura Hominis chapters 35-42 - Christian synthesis of Greek anthropology, CAFMA framework",1,node,person_nemesius_of_emesa_5t0u2w98,Nemesius of Emesa
De Natura Hominis (On the Nature of Man),1,node,person_nemesius_of_emesa_5t0u2w98,Nemesius of Emesa
"Alcinous, Didaskalikos 25-27",1,node,person_alcinous_c150ce_a7b5c4d2,Alcinous
"Ps.-Plutarch, De Fato 575A-576C",1,node,work_de_fato_pseudo_plutarch_a8c6d4e2,De Fato (On Fate) - Pseudo-Plutarch
"Proclus, De providentia et fato 33-43",1,node,work_proclus_tria_opuscula_c9a8e4b3,Tria Opuscula (Three Essays) - Proclus
"Plotinus, Enneads VI.8.13-15",1,node,work_plotinus_ennead_vi_8_d8b9c5a4,Ennead VI.8 - On the Voluntary and Free Will of the One
"Sextus Empiricus, Outlines of Pyrrhonism III.2-5",1,node,work_sextus_outlines_pyrrhonism_f9a7c8e4,Outlines of Pyrrhonism (Πυρρώνειοι Ὑποτυπώσεις) - Sextus Empiricus
"Eusebius, Historia Ecclesiastica II.4-5 (on Philo)",1,node,person_philo_alexandria_a1b2c3d4,Philo of Alexandria
"Philo, De Providentia I.10-12",1,node,person_philo_alexandria_a1b2c3d4,Philo of Alexandria
Quod Deus Immutabilis Sit (On the Unchangeableness of God),1,node,person_philo_alexandria_a1b2c3d4,Philo of Alexandria
De Providentia (On Providence),1,node,person_philo_alexandria_a1b2c3d4,Philo of Alexandria
Legum Allegoriae (Allegorical Interpretation),1,node,person_philo_alexandria_a1b2c3d4,Philo of Alexandria
De Decalogo (On the Decalogue),1,node,person_philo_alexandria_a1b2c3d4,Philo of Alexandria
De Vita Mosis (On the Life of Moses),1,node,person_philo_alexandria_a1b2c3d4,Philo of Alexandria
Quod Omnis Probus Liber Sit (Every Good Person is Free),1,node,person_philo_alexandria_a1b2c3d4,Philo of Alexandria
"Josephus, Jewish Antiquities XIII.171-173 (three schools)",1,node,person_josephus_flavius_e5f6g7h8,Flavius Josephus
"Josephus, Jewish Antiquities XVIII.11-25 (philosophical positions)",1,node,person_josephus_flavius_e5f6g7h8,Flavius Josephus
"Josephus, Jewish War II.162-166 (Essene determinism)",1,node,person_josephus_flavius_e5f6g7h8,Flavius Josephus
Jewish Antiquities (Antiquitates Judaicae),1,node,person_josephus_flavius_e5f6g7h8,Flavius Josephus
Jewish War (Bellum Judaicum),1,node,person_josephus_flavius_e5f6g7h8,Flavius Josephus
Against Apion (Contra Apionem),1,node,person_josephus_flavius_e5f6g7h8,Flavius Josephus
Life (Vita),1,node,person_josephus_flavius_e5f6g7h8,Flavius Josephus
Sirach 15:11-20 (free will passage),1,node,person_ben_sira_i9j0k1l2,Ben Sira (Sirach)
Sirach 17:1-14 (human nature and choice),1,node,person_ben_sira_i9j0k1l2,Ben Sira (Sirach)
Sirach 33:7-15 (divine sovereignty and human diversity),1,node,person_ben_sira_i9j0k1l2,Ben Sira (Sirach)
Wisdom of Sirach (Ecclesiasticus),1,node,person_ben_sira_i9j0k1l2,Ben Sira (Sirach)
4Q398 (4QMMT) cols. 14-17,1,node,work_dss_4qmmt_m5n6o7p8,Miqsat Ma'ase ha-Torah (4QMMT)
